chr	pos	totDepth
KN811297.1	547553	24021
KN811297.1	547558	24022
KN811297.1	547561	23971
KN811297.1	547598	37878
KN811297.1	547631	18926
KN811297.1	547646	13960
KN811297.1	613346	23590
KN811297.1	613350	23547
KN811297.1	613351	23567
KN811297.1	613360	22047
KN811297.1	668022	18556
KN811297.1	865934	26156
KN811297.1	865938	26036
KN811297.1	865941	25517
KN811297.1	865967	23149
KN811297.1	865968	23165
KN811297.1	865971	23156
KN811297.1	865981	23025
KN811297.1	865982	22974
KN811297.1	952528	11614
KN811297.1	952535	11591
KN811297.1	952542	11616
KN811297.1	952543	11612
KN811297.1	952544	11586
KN811297.1	952559	11616
KN811297.1	952562	11625
KN811297.1	952563	11625
KN811297.1	995634	20288
KN811297.1	995660	38141
KN811297.1	995670	38093
KN811297.1	995697	23134
KN811297.1	995703	23140
KN811297.1	1001543	15043
KN811297.1	1001548	10762
KN811297.1	1001559	12709
KN811297.1	1001583	12495
KN811297.1	1011868	11624
KN811297.1	1011877	11617
KN811297.1	1011884	11562
KN811297.1	1011889	11619
KN811297.1	1011891	11613
KN811297.1	1011898	11688
KN811297.1	1011903	12977
KN811297.1	1011910	14126
KN811297.1	1011924	14171
KN811297.1	1011933	12084
KN811297.1	1011944	12313
KN811297.1	1040565	21709
KN811297.1	1040567	21701
KN811297.1	1040572	21713
KN811297.1	1040590	21692
KN811297.1	1040600	22665
KN811297.1	1040614	25920
KN811297.1	1040616	22955
KN811297.1	1040636	23477
KN811297.1	1040637	23508
KN811297.1	1040641	23523
KN811297.1	1248487	9861
KN811297.1	1248497	9864
KN811297.1	1248499	9853
KN811297.1	1248500	9847
KN811297.1	1248505	9628
KN811297.1	1248506	9849
KN811297.1	1248537	20030
KN811297.1	1248539	20000
KN811297.1	1248546	19935
KN811297.1	1248557	12801
KN811297.1	1248559	12746
KN811297.1	1248580	10243
KN811297.1	1248587	9806
KN811297.1	1248590	10102
KN811297.1	1248592	10253
KN811297.1	1248595	10253
KN811297.1	1252719	15447
KN811297.1	1252731	15426
KN811297.1	1252733	15470
KN811297.1	1252743	18973
KN811297.1	1252744	18950
KN811297.1	1387327	7933
KN811297.1	1387330	10174
KN811297.1	1406580	13073
KN811297.1	1406610	13644
KN811297.1	1406611	13692
KN811297.1	1406619	12797
KN811297.1	1406638	12833
KN811297.1	1406639	12871
KN811297.1	1462569	23361
KN811297.1	1462593	26682
KN811297.1	1462597	23998
KN811297.1	1462603	21250
KN811297.1	1462605	20769
KN811297.1	1625444	18135
KN811297.1	1625455	18231
KN811297.1	1625464	21975
KN811297.1	1625474	21989
KN811297.1	1625489	32463
KN811297.1	1625498	32515
KN811297.1	1625530	15827
KN811297.1	1897677	13537
KN811297.1	1897686	13563
KN811297.1	1897688	13523
KN811297.1	1897701	14013
KN811297.1	1897721	18018
KN811297.1	1897751	22643
KN811297.1	1897754	22640
KN811297.1	1897758	22469
KN811297.1	1897760	22473
KN811297.1	1897762	22480
KN811297.1	1897771	18894
KN811297.1	1897777	18903
KN811297.1	1897780	18897
KN811297.1	2103234	45995
KN811297.1	2150493	16627
KN811297.1	2191527	7418
KN811297.1	2191531	7405
KN811297.1	2191538	7403
KN811297.1	2191543	7401
KN811297.1	2191548	7394
KN811297.1	2191549	7397
KN811297.1	2191563	7344
KN811297.1	2322351	16032
KN811297.1	2322352	16039
KN811297.1	2322355	16029
KN811297.1	2322358	16060
KN811297.1	2557606	14744
KN811297.1	2557607	14750
KN811297.1	2557612	19494
KN811297.1	2557619	19475
KN811297.1	2557625	19624
KN811297.1	2559426	20700
KN811297.1	2559435	20753
KN811297.1	2559443	20772
KN811297.1	2559448	20770
KN811297.1	2559449	20758
KN811297.1	2559459	20823
KN811297.1	2559465	20788
KN811297.1	2559466	20726
KN811297.1	2559483	25306
KN811297.1	2559505	21526
KN811297.1	2559517	16550
KN811297.1	2559526	16631
KN811297.1	2559529	16631
KN811297.1	2559535	16654
KN811297.1	2559540	16647
KN811297.1	2559542	16660
KN811297.1	2559547	16641
KN811297.1	2559556	16661
KN811297.1	2719545	15831
KN811297.1	2719548	15378
KN811297.1	2719563	15862
KN811297.1	2719567	18587
KN811297.1	2719570	18612
KN811297.1	2719589	18620
KN811297.1	2719590	18661
KN811297.1	2719592	18648
KN811297.1	2719596	18613
KN811297.1	2719600	18609
KN811297.1	2840521	14015
KN811297.1	2840525	14000
KN811297.1	2840527	13971
KN811297.1	2840541	13992
KN811297.1	2840549	13983
KN811297.1	2900093	14194
KN811297.1	2900100	14225
KN811297.1	2900126	14237
KN811297.1	2918515	14469
KN811297.1	2918531	14659
KN811297.1	2918545	24620
KN811297.1	2918550	24644
KN811297.1	2918554	24614
KN811297.1	2918562	16423
KN811297.1	2918575	16414
KN811297.1	2918578	16362
KN811297.1	2918580	16393
KN811297.1	2918583	16375
KN811297.1	2929209	9323
KN811297.1	2929226	13018
KN811297.1	2929232	13016
KN811298.1	46901	21002
KN811298.1	46904	20927
KN811298.1	46906	21187
KN811298.1	46909	21041
KN811298.1	54738	8338
KN811298.1	54741	8482
KN811298.1	74783	23146
KN811298.1	74796	23080
KN811298.1	74798	23157
KN811298.1	74808	23196
KN811298.1	74812	23548
KN811298.1	74818	28181
KN811298.1	74829	28279
KN811298.1	74830	28258
KN811298.1	74833	28317
KN811298.1	74846	23532
KN811298.1	74850	23674
KN811298.1	74851	23710
KN811298.1	74853	23703
KN811298.1	74854	23755
KN811298.1	74880	20803
KN811298.1	74886	20823
KN811298.1	74889	20823
KN811298.1	86451	11471
KN811298.1	86452	11465
KN811298.1	86481	11577
KN811298.1	86492	11578
KN811298.1	86533	13976
KN811298.1	86537	17189
KN811298.1	86542	17142
KN811298.1	86571	17141
KN811298.1	86580	17156
KN811298.1	86581	17180
KN811298.1	86584	17180
KN811298.1	86588	17175
KN811298.1	502427	9342
KN811298.1	502450	9882
KN811298.1	502453	9890
KN811298.1	502455	9907
KN811298.1	502459	9789
KN811298.1	502462	9783
KN811298.1	502463	9771
KN811298.1	502465	9813
KN811298.1	516001	19127
KN811298.1	516011	19369
KN811298.1	516014	19377
KN811298.1	516015	19371
KN811298.1	516016	19373
KN811298.1	516020	19410
KN811298.1	516025	19435
KN811298.1	516035	19395
KN811298.1	521032	16690
KN811298.1	521037	16756
KN811298.1	521041	16749
KN811298.1	521048	16916
KN811298.1	521051	16907
KN811298.1	521053	16866
KN811298.1	521056	16880
KN811298.1	521057	15258
KN811298.1	521060	15264
KN811298.1	521068	16655
KN811298.1	521071	16903
KN811298.1	521083	17760
KN811298.1	521085	17774
KN811298.1	521086	17782
KN811298.1	521124	11079
KN811298.1	521133	11083
KN811298.1	573876	14259
KN811298.1	614511	15955
KN811298.1	614523	15965
KN811298.1	614524	15966
KN811298.1	614525	15946
KN811298.1	614534	27674
KN811298.1	614535	27769
KN811298.1	614558	19647
KN811298.1	614579	16295
KN811298.1	664047	23208
KN811298.1	664053	23161
KN811298.1	664063	19614
KN811298.1	664092	19465
KN811298.1	664095	19602
KN811298.1	665726	19538
KN811298.1	665727	19694
KN811298.1	665728	19643
KN811298.1	665743	23689
KN811298.1	665746	23663
KN811298.1	665758	38760
KN811298.1	665764	38871
KN811298.1	665766	38816
KN811298.1	665786	22282
KN811298.1	665796	23674
KN811298.1	665816	18239
KN811298.1	717343	22573
KN811298.1	717347	21612
KN811298.1	717353	22453
KN811298.1	717358	22620
KN811298.1	717361	22643
KN811298.1	717366	22596
KN811298.1	722390	8859
KN811298.1	722424	8878
KN811298.1	722437	8184
KN811298.1	772018	17820
KN811298.1	772033	17829
KN811298.1	772040	20595
KN811298.1	772045	20753
KN811298.1	772051	20700
KN811298.1	772052	19782
KN811298.1	772055	19782
KN811298.1	772069	20900
KN811298.1	794656	13030
KN811298.1	794662	13009
KN811298.1	794684	13027
KN811298.1	794687	13007
KN811298.1	794688	12998
KN811298.1	794699	15585
KN811298.1	794701	15587
KN811298.1	794705	15584
KN811298.1	794712	15391
KN811298.1	794727	8799
KN811298.1	795148	18300
KN811298.1	795149	18636
KN811298.1	795151	18661
KN811298.1	795152	18697
KN811298.1	795175	21011
KN811298.1	795180	21351
KN811298.1	795181	21413
KN811298.1	795184	21426
KN811298.1	795185	21426
KN811298.1	795194	21382
KN811298.1	795202	23886
KN811298.1	795207	17558
KN811298.1	800088	19414
KN811298.1	800090	22043
KN811298.1	800095	22114
KN811298.1	800103	22070
KN811298.1	800107	22001
KN811298.1	800109	22090
KN811298.1	824239	15272
KN811298.1	824247	15111
KN811298.1	824260	15245
KN811298.1	824278	11990
KN811298.1	824280	11982
KN811298.1	824289	25033
KN811298.1	824293	13938
KN811298.1	824307	13777
KN811298.1	906898	20521
KN811298.1	906910	20531
KN811298.1	906917	20545
KN811298.1	906923	20516
KN811298.1	957173	12902
KN811298.1	957179	12910
KN811298.1	957185	12920
KN811298.1	957201	12912
KN811298.1	957203	12917
KN811298.1	957204	12920
KN811298.1	957205	12922
KN811298.1	957248	15885
KN811298.1	957251	15884
KN811298.1	957252	15872
KN811298.1	957262	15868
KN811298.1	957266	15823
KN811298.1	957272	15876
KN811298.1	957274	15852
KN811298.1	957277	15858
KN811298.1	1038225	10940
KN811298.1	1038247	10930
KN811298.1	1038249	10945
KN811298.1	1038253	10923
KN811298.1	1038264	12759
KN811298.1	1038273	13728
KN811298.1	1086697	16599
KN811298.1	1086702	16580
KN811298.1	1086716	14590
KN811298.1	1127488	10000
KN811298.1	1127493	10001
KN811298.1	1127507	9897
KN811298.1	1127526	9791
KN811298.1	1127534	9915
KN811298.1	1127569	13700
KN811298.1	1127581	13643
KN811298.1	1127616	13678
KN811298.1	1127619	13685
KN811298.1	1127638	23016
KN811298.1	1127646	23022
KN811298.1	1127647	23022
KN811298.1	1127670	23009
KN811298.1	1127671	22961
KN811298.1	1127725	19420
KN811298.1	1127735	19557
KN811298.1	1127738	19568
KN811298.1	1127744	19543
KN811298.1	1127760	19599
KN811298.1	1127764	19615
KN811298.1	1127765	19604
KN811298.1	1127768	19622
KN811298.1	1127780	19638
KN811298.1	1145223	18948
KN811298.1	1145245	18945
KN811298.1	1145343	13544
KN811298.1	1145347	13546
KN811298.1	1145356	13549
KN811298.1	1146078	12293
KN811298.1	1146091	12568
KN811298.1	1146093	15466
KN811298.1	1146097	13349
KN811298.1	1272881	15356
KN811298.1	1272884	15692
KN811298.1	1272885	15740
KN811298.1	1272892	15486
KN811298.1	1272900	12486
KN811298.1	1272902	12426
KN811298.1	1272941	12052
KN811298.1	1282993	16139
KN811298.1	1283005	16087
KN811298.1	1283089	14004
KN811298.1	1283090	14042
KN811298.1	1283097	13937
KN811298.1	1283098	13931
KN811298.1	1308681	17773
KN811298.1	1308684	17757
KN811298.1	1308686	17776
KN811298.1	1308706	17769
KN811298.1	1308709	16177
KN811298.1	1308711	16204
KN811298.1	1319731	16225
KN811298.1	1319747	16210
KN811298.1	1319751	16216
KN811298.1	1319752	16165
KN811298.1	1319754	16162
KN811298.1	1319760	16181
KN811298.1	1319761	16201
KN811298.1	1319764	16214
KN811298.1	1319765	16201
KN811298.1	1319766	16184
KN811298.1	1319767	16213
KN811298.1	1319770	16184
KN811298.1	1319786	19737
KN811298.1	1319815	17929
KN811298.1	1319818	17909
KN811298.1	1319825	16693
KN811298.1	1319827	16450
KN811298.1	1319829	17832
KN811298.1	1319832	17988
KN811298.1	1319857	18015
KN811298.1	1319860	18040
KN811298.1	1329121	12391
KN811298.1	1329123	12448
KN811298.1	1334330	10159
KN811298.1	1334333	10243
KN811298.1	1334342	10227
KN811298.1	1334343	10244
KN811298.1	1334346	10251
KN811298.1	1334348	10260
KN811298.1	1334350	10175
KN811298.1	1334351	10167
KN811298.1	1362528	21850
KN811298.1	1362529	21807
KN811298.1	1362531	21856
KN811298.1	1362533	21832
KN811298.1	1362534	21840
KN811298.1	1362536	21853
KN811298.1	1362547	21833
KN811298.1	1543059	13811
KN811298.1	1543080	13811
KN811298.1	1543089	13790
KN811298.1	1543113	13686
KN811298.1	1543160	16201
KN811298.1	1543168	16249
KN811298.1	1543190	16209
KN811298.1	1543192	16246
KN811298.1	1543207	16300
KN811298.1	1543213	16204
KN811298.1	1616810	26604
KN811298.1	1616814	26581
KN811298.1	1616823	26591
KN811298.1	1616824	26609
KN811298.1	1616845	29921
KN811298.1	1616846	29772
KN811298.1	1616848	29773
KN811298.1	1616850	44818
KN811298.1	1616885	28381
KN811298.1	1616895	23348
KN811298.1	1616896	23355
KN811298.1	1616902	23354
KN811298.1	1616908	23264
KN811298.1	1688244	8716
KN811298.1	1688252	8716
KN811298.1	1688281	8620
KN811298.1	1886793	30600
KN811298.1	1886795	30425
KN811298.1	1886798	25832
KN811298.1	1886808	20946
KN811298.1	1886812	20924
KN811298.1	1886816	20234
KN811298.1	1886827	20525
KN811298.1	1992549	15562
KN811298.1	1992550	15214
KN811298.1	1992554	16931
KN811298.1	1992563	17313
KN811298.1	1992567	17310
KN811298.1	1992572	17192
KN811298.1	1992580	14313
KN811298.1	1992594	14535
KN811298.1	1992598	14538
KN811298.1	1992606	14148
KN811298.1	2265060	22689
KN811298.1	2265063	22691
KN811298.1	2265075	22663
KN811298.1	2265082	22634
KN811298.1	2265088	25849
KN811298.1	2265090	25848
KN811298.1	2265092	25815
KN811298.1	2265103	25871
KN811298.1	2265107	25914
KN811298.1	2265116	36612
KN811298.1	2265117	36598
KN811298.1	2265119	36530
KN811298.1	2265124	19960
KN811298.1	2265140	18335
KN811298.1	2265141	18371
KN811298.1	2588850	10431
KN811298.1	2588860	10471
KN811298.1	2718288	18810
KN811298.1	2718292	18819
KN811298.1	2739644	14312
KN811298.1	2739652	14654
KN811298.1	2739657	14645
KN811298.1	2739659	14545
KN811298.1	2739660	16865
KN811298.1	2739664	17033
KN811298.1	2739666	17035
KN811298.1	2739669	17070
KN811298.1	2739675	17063
KN811298.1	2739692	17091
KN811298.1	2739703	16985
KN811298.1	2781216	7066
KN811298.1	2781224	7092
KN811298.1	2781248	7102
KN811298.1	2781250	7097
KN811298.1	2781251	7096
KN811298.1	2781256	7090
KN811298.1	2781262	7091
KN811298.1	2781266	7105
KN811298.1	2781268	7109
KN811298.1	2781274	6911
KN811299.1	24692	19147
KN811299.1	24693	19120
KN811299.1	24694	20910
KN811299.1	24709	21516
KN811299.1	24718	21522
KN811299.1	24727	21545
KN811299.1	24735	21571
KN811299.1	30017	24008
KN811299.1	30020	24060
KN811299.1	30025	24115
KN811299.1	30027	24104
KN811299.1	30029	24063
KN811299.1	30039	23922
KN811299.1	30046	23946
KN811299.1	30049	23922
KN811299.1	30059	21712
KN811299.1	30064	21805
KN811299.1	30065	21804
KN811299.1	30071	21718
KN811299.1	30074	21265
KN811299.1	39348	17663
KN811299.1	39350	17656
KN811299.1	39356	17674
KN811299.1	39362	17650
KN811299.1	39366	17605
KN811299.1	39372	17568
KN811299.1	39376	17624
KN811299.1	39402	19733
KN811299.1	39455	11765
KN811299.1	39477	11797
KN811299.1	353512	23718
KN811299.1	353517	23644
KN811299.1	353531	19689
KN811299.1	430427	16898
KN811299.1	430431	17085
KN811299.1	430433	17083
KN811299.1	430439	17073
KN811299.1	430446	21376
KN811299.1	430449	21344
KN811299.1	430455	21273
KN811299.1	430458	21354
KN811299.1	430462	21247
KN811299.1	430463	21342
KN811299.1	430464	21349
KN811299.1	430467	22582
KN811299.1	430468	31723
KN811299.1	430472	31945
KN811299.1	430476	32024
KN811299.1	430481	31971
KN811299.1	430484	31981
KN811299.1	430488	18946
KN811299.1	430490	18923
KN811299.1	430495	18904
KN811299.1	430496	18912
KN811299.1	430502	18939
KN811299.1	430516	14964
KN811299.1	430523	14969
KN811299.1	430527	14959
KN811299.1	520650	25289
KN811299.1	520652	25284
KN811299.1	520663	24915
KN811299.1	657494	32630
KN811299.1	657506	32631
KN811299.1	657507	32610
KN811299.1	657509	32607
KN811299.1	657610	28047
KN811299.1	657615	28192
KN811299.1	657619	28137
KN811299.1	657621	28186
KN811299.1	657627	28160
KN811299.1	657632	28159
KN811299.1	657642	28142
KN811299.1	657654	24136
KN811299.1	657658	24129
KN811299.1	657659	24136
KN811299.1	664546	14924
KN811299.1	666956	11662
KN811299.1	666959	11716
KN811299.1	1108075	9357
KN811299.1	1108087	9316
KN811299.1	1108101	9348
KN811299.1	1108109	9344
KN811299.1	1108112	9343
KN811299.1	1108116	9355
KN811299.1	1108121	9336
KN811299.1	1108125	9322
KN811299.1	1158976	20692
KN811299.1	1158978	20715
KN811299.1	1158983	20479
KN811299.1	1159075	19605
KN811299.1	1159081	19576
KN811299.1	1159086	19577
KN811299.1	1159096	19573
KN811299.1	1159097	19549
KN811299.1	1159105	13824
KN811299.1	1159111	13855
KN811299.1	1159114	13838
KN811299.1	1218572	26885
KN811299.1	1218582	25346
KN811299.1	1218584	25327
KN811299.1	1218598	25883
KN811299.1	1357773	11251
KN811299.1	1357778	11266
KN811299.1	1357779	11272
KN811299.1	1357780	11257
KN811299.1	1357786	11257
KN811299.1	1357788	11253
KN811299.1	1357789	11235
KN811299.1	1367131	20918
KN811299.1	1367135	20914
KN811299.1	1367140	20904
KN811299.1	1367151	22918
KN811299.1	1367155	23330
KN811299.1	1367159	23322
KN811299.1	1367173	30145
KN811299.1	1367187	30092
KN811299.1	1367190	29985
KN811299.1	1629126	12966
KN811299.1	1629127	12973
KN811299.1	1629146	20498
KN811299.1	1629147	20514
KN811299.1	1629171	15001
KN811299.1	1629175	15044
KN811299.1	1629182	14990
KN811299.1	1698060	21490
KN811299.1	1698076	21219
KN811299.1	1698081	21904
KN811299.1	1698082	21861
KN811299.1	1755735	13709
KN811299.1	1755759	10196
KN811299.1	1756172	20683
KN811299.1	1756185	20718
KN811299.1	1756187	20722
KN811299.1	1756201	20647
KN811299.1	1756205	20651
KN811299.1	1756211	20742
KN811299.1	1756214	20731
KN811299.1	1756215	20734
KN811299.1	1756221	20703
KN811299.1	1974214	10989
KN811299.1	1974221	11008
KN811299.1	1974223	10988
KN811299.1	1974240	9143
KN811299.1	1974245	9139
KN811299.1	1974262	9151
KN811299.1	1974263	9153
KN811299.1	2099021	20377
KN811299.1	2099032	20382
KN811299.1	2099038	20304
KN811299.1	2099040	20364
KN811299.1	2099045	25200
KN811299.1	2099053	24728
KN811299.1	2099055	24757
KN811299.1	2099057	24779
KN811299.1	2099058	24803
KN811299.1	2099064	25166
KN811299.1	2099066	25213
KN811299.1	2099070	36438
KN811299.1	2099073	36312
KN811299.1	2099076	21203
KN811299.1	2099078	21067
KN811299.1	2099079	21028
KN811299.1	2099082	20684
KN811299.1	2099083	19096
KN811299.1	2099089	17327
KN811299.1	2099093	19531
KN811299.1	2099101	16205
KN811299.1	2099103	16173
KN811299.1	2099107	16190
KN811299.1	2099108	16180
KN811299.1	2099111	16180
KN811299.1	2099120	16191
KN811299.1	2099121	16182
KN811299.1	2099129	16181
KN811299.1	2144547	12861
KN811299.1	2144549	12871
KN811299.1	2144560	12862
KN811299.1	2144574	12838
KN811299.1	2144576	12847
KN811299.1	2144584	15965
KN811299.1	2144592	16024
KN811299.1	2191848	18522
KN811299.1	2191851	18558
KN811299.1	2191857	18503
KN811299.1	2191862	18550
KN811299.1	2191867	19420
KN811299.1	2191869	19452
KN811299.1	2210932	16943
KN811299.1	2210935	16863
KN811299.1	2211323	15349
KN811299.1	2211327	15402
KN811299.1	2211328	15338
KN811299.1	2211335	15379
KN811299.1	2211337	15383
KN811299.1	2211346	15379
KN811299.1	2211347	15398
KN811299.1	2211357	14808
KN811299.1	2235575	12119
KN811299.1	2235577	12126
KN811299.1	2235588	12127
KN811299.1	2235603	12125
KN811299.1	2235609	10999
KN811299.1	2235612	11079
KN811299.1	2281284	18294
KN811299.1	2334000	11303
KN811299.1	2334108	9322
KN811299.1	2334127	9344
KN811299.1	2334134	9334
KN811299.1	2361240	16036
KN811299.1	2361241	16024
KN811299.1	2361244	16035
KN811299.1	2361247	16034
KN811299.1	2361259	20079
KN811299.1	2361269	20090
KN811299.1	2361283	20403
KN811299.1	2361287	30473
KN811299.1	2361294	19003
KN811299.1	2361309	18973
KN811299.1	2361317	18907
KN811299.1	2394069	24305
KN811299.1	2394076	24324
KN811299.1	2394080	24279
KN811299.1	2394083	24328
KN811299.1	2394107	35301
KN811299.1	2394111	35323
KN811299.1	2394119	35278
KN811299.1	2394121	35186
KN811299.1	2547151	15816
KN811299.1	2547159	15826
KN811299.1	2547174	18314
KN811299.1	2547175	18360
KN811299.1	2547184	18332
KN811299.1	2547187	18351
KN811299.1	2547192	18535
KN811299.1	2547194	18517
KN811299.1	2547205	18194
KN811299.1	2547209	18180
KN811299.1	2627471	9564
KN811299.1	2627515	9532
KN811299.1	2627516	9522
KN811299.1	2627579	12194
KN811299.1	2627594	12154
KN811299.1	2627601	12173
KN811299.1	2627602	12196
KN811299.1	2627614	12170
KN811299.1	2627617	12163
KN811299.1	2627630	12206
KN811299.1	2698360	21389
KN811299.1	2698370	21591
KN811299.1	2698374	21656
KN811299.1	2829491	20766
KN811299.1	2829496	20736
KN811299.1	2847407	26365
KN811299.1	2847416	26365
KN811299.1	2847423	26343
KN811299.1	2847425	26001
KN811299.1	2915948	20053
KN811299.1	2915960	27220
KN811299.1	2915961	27173
KN811299.1	2915964	27172
KN811299.1	2915973	27318
KN811299.1	2923166	23856
KN811299.1	2923169	26990
KN811299.1	2923180	48769
KN811299.1	2923194	48728
KN811299.1	2923197	48761
KN811299.1	2923211	29808
KN811299.1	2923217	30489
KN811299.1	2923227	27091
KN811299.1	2923233	26513
KN811293.1	44720	10323
KN811293.1	44728	10320
KN811293.1	44750	10231
KN811293.1	44763	10292
KN811293.1	137078	24186
KN811293.1	137170	22949
KN811293.1	137180	22842
KN811293.1	137184	22956
KN811293.1	137196	22978
KN811293.1	189958	11188
KN811293.1	189961	11233
KN811293.1	189981	11216
KN811293.1	189985	11219
KN811293.1	189995	11219
KN811293.1	189998	11212
KN811293.1	190003	11235
KN811293.1	253363	22312
KN811293.1	253378	22323
KN811293.1	253379	22260
KN811293.1	253389	22276
KN811293.1	270251	23242
KN811293.1	270259	23291
KN811293.1	270260	23396
KN811293.1	270261	23385
KN811293.1	270262	23382
KN811293.1	270276	21115
KN811293.1	270281	21115
KN811293.1	314331	12486
KN811293.1	314333	12480
KN811293.1	314336	12480
KN811293.1	314362	12494
KN811293.1	314363	12494
KN811293.1	314365	12473
KN811293.1	314374	12524
KN811293.1	314378	12504
KN811293.1	734705	13224
KN811293.1	734710	13502
KN811293.1	942363	12240
KN811293.1	942364	12203
KN811293.1	942377	12353
KN811293.1	942381	12362
KN811293.1	942389	12369
KN811293.1	958419	23977
KN811293.1	992221	24206
KN811293.1	992229	24270
KN811293.1	1049279	20029
KN811293.1	1049284	19995
KN811293.1	1049304	20028
KN811293.1	1049307	20036
KN811293.1	1049309	20024
KN811293.1	1049316	19957
KN811293.1	1049317	19451
KN811293.1	1182598	22473
KN811293.1	1182601	22493
KN811293.1	1182616	22466
KN811293.1	1182621	22527
KN811293.1	1223833	11776
KN811293.1	1223846	11734
KN811293.1	1223865	11745
KN811293.1	1223875	11770
KN811293.1	1223930	7988
KN811293.1	1223941	8281
KN811293.1	1223954	8685
KN811293.1	1223957	8701
KN811293.1	1285186	9771
KN811293.1	1285191	9789
KN811293.1	1285216	9788
KN811293.1	1303826	16252
KN811293.1	1303827	16245
KN811293.1	1303828	16253
KN811293.1	1303829	16250
KN811293.1	1303831	16268
KN811293.1	1303850	16234
KN811293.1	1303851	16277
KN811293.1	1303864	16253
KN811293.1	1309677	11870
KN811293.1	1330555	14419
KN811293.1	1330564	14331
KN811293.1	1330567	14267
KN811293.1	1330573	14433
KN811293.1	1330580	14529
KN811293.1	1330584	14514
KN811293.1	1330586	14524
KN811293.1	1330596	18441
KN811293.1	1330599	18324
KN811293.1	1330605	18404
KN811293.1	1330608	18399
KN811293.1	1330622	16222
KN811293.1	1330627	16278
KN811293.1	1330656	12392
KN811293.1	1330659	12383
KN811293.1	1330662	12381
KN811293.1	1330669	11087
KN811293.1	1330671	11128
KN811293.1	1427117	29681
KN811293.1	1427126	29824
KN811293.1	1427128	29387
KN811293.1	1427136	29841
KN811293.1	1908597	22419
KN811293.1	1908599	22463
KN811293.1	1908608	22455
KN811293.1	1908614	22449
KN811293.1	2129718	9878
KN811293.1	2129740	10390
KN811293.1	2129741	10388
KN811293.1	2129742	10402
KN811293.1	2129759	10389
KN811293.1	2129763	10447
KN811293.1	2129772	12528
KN811293.1	2129778	12474
KN811293.1	2184215	19492
KN811293.1	2184220	19583
KN811293.1	2184237	19692
KN811293.1	2184248	22702
KN811293.1	2212336	14161
KN811293.1	2212339	14144
KN811293.1	2212357	13246
KN811293.1	2212361	14285
KN811293.1	2212371	14222
KN811293.1	2212372	14185
KN811293.1	2284446	18721
KN811293.1	2284451	18720
KN811293.1	2284454	18633
KN811293.1	2284462	18706
KN811293.1	2284469	15490
KN811293.1	2284472	15536
KN811293.1	2284491	16263
KN811293.1	2284493	16198
KN811293.1	2459381	20810
KN811293.1	2459414	20774
KN811293.1	2459416	23673
KN811293.1	2459419	23849
KN811293.1	2459420	24604
KN811293.1	2459422	24641
KN811293.1	2459424	24673
KN811293.1	2459433	24605
KN811293.1	2459442	18406
KN811293.1	2459445	19297
KN811293.1	2459453	19388
KN811293.1	2459455	19366
KN811293.1	2459459	19321
KN811293.1	2459462	15134
KN811293.1	2459492	15128
KN811293.1	2459494	15111
KN811293.1	2459498	15144
KN811293.1	2702140	25061
KN811293.1	2702151	25045
KN811293.1	2710524	14551
KN811293.1	2710572	10360
KN811293.1	2710574	10913
KN811293.1	2717362	13564
KN811293.1	2717366	13500
KN811293.1	2717376	13613
KN811293.1	2717379	13626
KN811293.1	2717392	15538
KN811293.1	2717394	17153
KN811293.1	2717396	17520
KN811293.1	2717399	17494
KN811293.1	2717400	17494
KN811293.1	2717414	27985
KN811293.1	2717421	18162
KN811293.1	2717431	17836
KN811293.1	2717437	17661
KN811293.1	2717438	17697
KN811293.1	2896219	15498
KN811293.1	2896220	15506
KN811293.1	2896231	15551
KN811293.1	2896237	15542
KN811293.1	2896238	15528
KN811293.1	2937578	19059
KN811293.1	2937579	19084
KN811293.1	2937580	19063
KN811293.1	2937590	19097
KN811293.1	2937606	19045
KN811293.1	2937613	21236
KN811293.1	2937617	21634
KN811293.1	2937619	21240
KN811293.1	2937621	21621
KN811293.1	2937626	21502
KN811293.1	2937629	21634
KN811293.1	2937635	14686
KN811309.1	78963	10567
KN811309.1	78972	10513
KN811309.1	78983	10573
KN811309.1	78985	10561
KN811309.1	78987	10548
KN811309.1	79040	10798
KN811309.1	79045	10849
KN811309.1	79046	10842
KN811309.1	79053	10833
KN811309.1	79054	10862
KN811309.1	79076	10849
KN811309.1	79079	10861
KN811309.1	79083	10857
KN811309.1	79084	10855
KN811309.1	79091	10829
KN811309.1	79095	10850
KN811309.1	363531	10390
KN811309.1	363542	10787
KN811309.1	363552	10796
KN811309.1	363555	10734
KN811309.1	363562	10808
KN811309.1	363582	10826
KN811309.1	363583	10823
KN811309.1	363588	10827
KN811309.1	363707	7526
KN811309.1	363721	7524
KN811309.1	363726	7531
KN811309.1	363746	7526
KN811309.1	363747	7520
KN811309.1	363750	7533
KN811309.1	366006	5242
KN811309.1	409601	11084
KN811309.1	409605	11165
KN811309.1	409606	11128
KN811309.1	409615	11166
KN811309.1	409631	11153
KN811309.1	409632	11185
KN811309.1	409633	14363
KN811309.1	409634	14410
KN811309.1	409635	14412
KN811309.1	409647	14516
KN811309.1	409665	13629
KN811309.1	409666	13559
KN811309.1	409675	13559
KN811309.1	409677	13575
KN811309.1	409698	10304
KN811309.1	409708	10310
KN811309.1	418260	22819
KN811309.1	418268	22435
KN811309.1	418279	22851
KN811309.1	418280	22838
